Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
05/05/2020,1090,57,154,54,206,206,218,206,125,48,27,0,550,500,40,487,16,160,96,48,283,0,1,1,1,0,10,17,27,0,26,31,0,17,5,21,13,0,1,2,12,13,18,36,34,22,17,0,74,79,1,54,7,56,24,12,1
05/15/2020,974,49,80,80,186,201,167,136,104,64,36,0,539,425,10,447,11,157,84,37,238,0,0,2,1,7,14,12,13,0,16,33,0,19,0,12,16,2,0,0,12,7,14,8,15,11,13,0,47,33,0,26,1,34,15,1,3
06/06/2020,170,20,31,18,33,22,36,28,20,9,4,0,88,81,1,81,1,25,22,6,35,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,5,4,2,5,9,2,4,0,10,21,0,13,0,11,6,0,1
06/03/2020,282,21,42,24,61,48,41,44,32,18,14,0,154,127,1,109,3,67,26,19,58,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,6,4,2,3,14,7,5,0,19,23,0,12,0,23,6,0,1
07/08/2020,310,4,21,37,100,70,39,32,19,11,2,0,160,149,1,90,8,71,54,12,75,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,1,5,2,1,2,3,4,3,0,10,11,0,7,1,7,4,0,2
08/10/2020,378,2,18,41,108,69,64,49,24,18,5,0,186,191,1,183,8,59,68,13,47,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,3,1,1,2,2,3,3,3,0,9,9,0,2,2,6,7,1,0
06/22/2020,220,9,26,23,60,35,37,27,20,15,3,0,114,105,1,100,3,44,27,5,41,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,2,3,5,4,4,3,0,11,15,0,13,0,10,3,0,0
04/04/2020,326,22,159,2,34,38,61,70,63,33,25,0,152,174,0,69,14,144,43,18,38,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,3,11,22,33,45,24,21,0,77,81,1,39,10,78,21,8,3
07/31/2020,393,2,14,47,113,81,64,42,31,8,7,0,208,182,3,187,5,76,73,12,40,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,2,3,1,1,5,1,1,0,8,6,0,5,1,5,3,0,0
05/31/2020,121,22,29,16,28,20,22,12,13,5,5,0,59,61,1,45,1,40,7,0,28,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,3,2,2,4,11,2,2,0,11,18,0,7,1,19,0,0,2
08/27/2020,371,2,17,39,124,75,58,32,24,10,9,0,199,170,2,176,5,54,76,19,41,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,2,3,2,2,2,3,3,0,12,5,0,8,0,4,4,1,0
04/15/2020,631,31,147,21,93,108,110,124,86,47,42,0,304,325,2,231,21,179,64,44,92,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,30,13,0,66,81,0,48,1,68,22,6,2
08/17/2020,500,3,17,69,148,84,73,63,30,23,10,0,238,256,6,263,10,78,89,15,45,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,0,2,3,5,2,4,1,0,7,10,0,5,0,9,3,0,0
08/24/2020,526,3,20,87,125,105,92,64,30,17,6,0,273,246,7,289,8,59,90,17,63,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,2,3,1,3,4,1,3,0,7,13,0,5,1,7,5,2,0
04/23/2020,1467,36,165,32,194,205,223,240,244,161,167,1,734,644,89,474,20,365,178,68,362,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,13,22,27,39,30,27,0,76,87,2,60,6,58,28,11,2
06/09/2020,255,23,25,19,49,34,46,45,38,14,10,0,115,136,4,110,3,37,36,13,56,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,0,0,6,5,3,4,7,0,9,16,0,5,0,14,5,1,0
09/05/2020,199,4,18,24,58,38,34,21,17,6,1,0,93,106,0,81,1,23,38,5,51,0,0,1,0,1,0,1,1,0,1,3,0,2,0,2,0,0,0,0,1,2,3,3,4,2,3,0,11,7,0,6,0,6,6,0,0
09/08/2020,366,1,16,36,120,78,56,39,23,9,5,0,178,188,0,171,7,39,76,8,65,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2,3,4,3,0,5,11,0,8,0,5,3,0,0
08/18/2020,392,1,11,50,121,74,56,45,22,20,4,0,203,187,2,184,6,59,74,9,60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,3,1,0,1,2,2,0,7,4,0,3,0,5,3,0,0
09/06/2020,137,2,7,16,41,28,17,18,10,3,4,0,70,66,1,53,0,26,34,3,21,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,2,2,1,0,4,3,0,4,0,3,0,0,0
04/09/2020,578,25,157,9,83,103,104,130,74,40,35,0,258,311,9,173,24,208,82,28,63,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,35,32,30,24,0,66,85,6,29,6,86,29,6,1
09/11/2020,338,5,17,52,93,81,39,37,19,15,2,0,168,169,1,146,3,39,74,15,61,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,2,2,1,4,4,2,2,0,7,10,0,11,1,3,2,0,0
04/02/2020,438,15,170,2,59,69,85,92,58,40,33,0,209,224,5,87,12,225,58,18,38,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,32,35,30,21,0,70,99,1,39,3,97,20,10,1
07/13/2020,335,3,25,36,99,68,45,35,31,7,14,0,190,143,2,124,7,90,59,8,47,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,5,2,5,4,3,2,0,14,11,0,8,2,10,4,1,0
06/14/2020,92,12,21,6,23,18,19,14,6,2,4,0,44,48,0,29,1,24,5,5,28,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,3,1,5,3,4,2,1,0,7,14,0,11,1,7,1,0,1
04/03/2020,468,24,163,2,72,64,77,94,79,49,31,0,256,211,1,112,25,183,79,16,53,0,0,1,2,2,4,6,9,0,12,12,0,3,0,19,2,0,0,2,7,11,23,26,40,33,21,0,76,86,1,37,4,91,21,6,4
03/25/2020,367,5,124,2,51,71,72,82,33,36,20,0,169,197,1,49,10,183,85,17,23,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,16,25,16,28,17,0,54,70,0,13,2,92,14,3,0
05/26/2020,753,23,54,61,161,129,138,126,76,40,22,0,394,352,7,355,15,113,59,35,176,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,5,17,10,5,5,0,29,25,0,19,0,24,8,2,1
04/16/2020,680,30,154,8,119,114,119,122,95,62,41,0,320,352,8,232,15,202,93,28,110,0,0,0,2,3,6,8,11,0,14,16,0,5,3,16,6,0,0,0,6,10,15,33,33,33,24,0,55,97,2,44,2,72,23,11,2
07/17/2020,325,3,19,37,102,64,48,35,21,13,5,0,168,154,3,129,6,75,55,14,46,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,5,1,2,2,2,0,10,9,0,3,0,11,4,0,1
04/19/2020,461,35,159,7,67,61,66,75,75,50,60,0,209,250,2,142,20,172,55,23,49,0,0,0,3,7,8,5,12,0,11,24,0,13,3,13,4,2,0,1,13,8,16,36,30,30,25,0,71,87,1,57,7,61,22,9,3
03/20/2020,155,0,52,2,23,22,32,30,27,15,4,0,72,83,0,20,6,78,38,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,12,15,11,2,0,19,33,0,8,1,36,6,1,0
05/10/2020,307,39,94,17,60,52,64,42,41,14,17,0,138,168,1,121,7,64,38,14,63,0,0,1,3,2,11,8,14,0,15,24,0,15,1,15,7,1,0,2,9,8,16,9,28,13,9,0,39,54,1,40,3,32,13,6,0
09/12/2020,135,0,9,12,31,32,24,19,11,5,1,0,69,64,2,34,7,21,31,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,0,5,4,0,5,1,3,0,0,0
03/26/2020,414,2,136,2,65,74,79,96,53,36,9,0,182,230,2,77,12,197,92,13,23,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,24,25,29,28,12,0,58,78,0,27,1,82,21,4,1
